resultados
9.5023
9.00887
8.64496
9.79539
13.2829
8.22691
9.55689
10.477
10.3719
9.17502
9.59462
9.08588
10.6793
10.5519
10.3908
10.2687
8.8819
12.9375
8.94365
10.2211
11.1997
8.84097
12.5552
10.1703
8.13046
7.80392
7.14571
9.60098
9.35116
8.208
8.703
10.332
8.94071
9.8841
11.9604
12.1194
10.085
10.14
7.98053
9.46401
8.89862
7.91426
8.74952
8.83474
9.2796
9.84016
7.39448
10.1839
7.95948
8.75826
11.1401
11.1587
13.7251
10.5955
10.4564
10.0291
11.3907
9.21133
6.71987
8.56115
11.3887
11.8124
7.77053
8.07595
9.02524
10.5051
9.3869
10.9458
7.98542
9.79341
11.5185
10.6331
8.88658
10.3435
14.5486
8.07304
8.98349
9.71849
10.4047
8.52766
11.3134
10.8303
10.1526
9.16182
8.93794
7.57523
13.0407
10.9588
8.90584
10.7299
12.6902
8.84814
7.17107
9.39914
10.3704
10.741
8.57473
8.85375
12.5756
6.98864
